country_code,year,population
CUW,1962,128414
CUW,1961,126125
CUW,1960,124826
CYM,2022,68706
CYM,2021,68136
CYM,2020,67311
CYM,2019,66134
CYM,2018,64884
CYM,2017,63581
CYM,2016,62255
CYM,2015,60911
CYM,2014,59559
CYM,2013,58212
CYM,2012,56860
CYM,2011,55492
CYM,2010,54074
CYM,2009,52602
CYM,2008,51123
CYM,2007,49647
CYM,2006,48177
CYM,2005,46727
CYM,2004,45286
CYM,2003,43862
CYM,2002,42456
CYM,2001,41054
CYM,2000,39658
CYM,1999,38295
CYM,1998,36947
CYM,1997,35579
CYM,1996,34194
CYM,1995,32802
CYM,1994,31418
CYM,1993,30038
CYM,1992,28677
CYM,1991,27340
CYM,1990,26027
CYM,1989,24888
CYM,1988,23956
CYM,1987,23075
CYM,1986,22195
CYM,1985,21313
CYM,1984,20433
CYM,1983,19572
CYM,1982,18729
CYM,1981,17904
CYM,1980,17100
CYM,1979,16378
CYM,1978,15746
CYM,1977,15116
CYM,1976,14456
CYM,1975,13791
CYM,1974,13118
CYM,1973,12443
CYM,1972,11778
CYM,1971,11117
CYM,1970,10533
CYM,1969,10181
CYM,1968,9981
CYM,1967,9771
CYM,1966,9566
CYM,1965,9366
CYM,1964,9172
CYM,1963,8985
CYM,1962,8799
CYM,1961,8626
CYM,1960,8473
CYP,2022,1251488
CYP,2021,1244188
CYP,2020,1237537
CYP,2019,1228836
CYP,2018,1218831
CYP,2017,1208523
CYP,2016,1197881
CYP,2015,1187280
CYP,2014,1176995
CYP,2013,1166968
CYP,2012,1156556
CYP,2011,1145086
CYP,2010,1129686
CYP,2009,1110974
CYP,2008,1092390
CYP,2007,1073873
CYP,2006,1055438
CYP,2005,1037062
CYP,2004,1018684
CYP,2003,1000350
CYP,2002,982194
CYP,2001,964830
CYP,2000,948237
CYP,1999,931600
CYP,1998,914660
CYP,1997,897471
CYP,1996,880058
CYP,1995,862418
CYP,1994,844444
CYP,1993,825986
CYP,1992,810431
CYP,1991,799061
CYP,1990,788500
CYP,1989,777592
CYP,1988,766412
CYP,1987,755021
CYP,1986,743446
CYP,1985,731664
CYP,1984,719678
CYP,1983,707477
CYP,1982,696227
CYP,1981,687170
CYP,1980,679327
CYP,1979,671611
CYP,1978,663975
CYP,1977,656414
CYP,1976,648868
CYP,1975,644982
CYP,1974,648585
CYP,1973,650705
CYP,1972,647620
CYP,1971,644413
CYP,1970,640804
CYP,1969,636821
CYP,1968,632452
CYP,1967,627695
CYP,1966,622566
CYP,1965,617345
CYP,1964,612338
CYP,1963,607072
CYP,1962,601095
CYP,1961,594771
CYP,1960,585725
CZE,2022,10672118
CZE,2021,10505772
CZE,2020,10697858
CZE,2019,10671870
CZE,2018,10629928
CZE,2017,10594438
CZE,2016,10566332
CZE,2015,10546059
CZE,2014,10525347
CZE,2013,10514272
CZE,2012,10510785
CZE,2011,10496088
CZE,2010,10474410
CZE,2009,10443936
CZE,2008,10384603
CZE,2007,10298828
CZE,2006,10238905
CZE,2005,10211216
CZE,2004,10197101
CZE,2003,10193998
CZE,2002,10196916
CZE,2001,10216605
CZE,2000,10255063
CZE,1999,10283860
CZE,1998,10294373
CZE,1997,10304131
CZE,1996,10315241
CZE,1995,10327253
CZE,1994,10333587
CZE,1993,10329855
CZE,1992,10319123
CZE,1991,10308578
CZE,1990,10333355
CZE,1989,10361068
CZE,1988,10355276
CZE,1987,10347318
CZE,1986,10342227
CZE,1985,10337118
CZE,1984,10330213
CZE,1983,10323856
CZE,1982,10314826
CZE,1981,10300591
CZE,1980,10304193
CZE,1979,10292341
CZE,1978,10242098
CZE,1977,10186755
CZE,1976,10125939
CZE,1975,10058620
CZE,1974,9988459
CZE,1973,9922266
CZE,1972,9867632
CZE,1971,9826815
CZE,1970,9858071
CZE,1969,9896580
CZE,1968,9876346
CZE,1967,9852899
CZE,1966,9821040
CZE,1965,9779358
CZE,1964,9727804
CZE,1963,9670685
CZE,1962,9624660
CZE,1961,9586651
CZE,1960,9602006
DEU,2022,83797985
DEU,2021,83196078
DEU,2020,83160871
DEU,2019,83092962
DEU,2018,82905782
DEU,2017,82657002
DEU,2016,82348669
DEU,2015,81686611
DEU,2014,80982500
DEU,2013,80645605
DEU,2012,80425823
DEU,2011,80274983
DEU,2010,81776930
DEU,2009,81902307
DEU,2008,82110097
DEU,2007,82266372
DEU,2006,82376451
DEU,2005,82469422
DEU,2004,82516260
DEU,2003,82534176
DEU,2002,82488495
DEU,2001,82349925
DEU,2000,82211508
DEU,1999,82100243
DEU,1998,82047195
DEU,1997,82034771
DEU,1996,81914831
DEU,1995,81678051
DEU,1994,81438348
DEU,1993,81156363
DEU,1992,80624598
DEU,1991,80013896
DEU,1990,79433029
DEU,1989,78751283
DEU,1988,78144619
DEU,1987,77839920
DEU,1986,77720436
DEU,1985,77684873
DEU,1984,77858685
DEU,1983,78128282
DEU,1982,78333366
DEU,1981,78407907
DEU,1980,78288576
DEU,1979,78126350
DEU,1978,78091820
DEU,1977,78159814
DEU,1976,78336950
DEU,1975,78673554
DEU,1974,78967433
DEU,1973,78936666
DEU,1972,78688452
DEU,1971,78312842
DEU,1970,78169289
DEU,1969,77909682
DEU,1968,77294314
DEU,1967,76951336
DEU,1966,76600311
DEU,1965,75963695
DEU,1964,75318337
DEU,1963,74714353
DEU,1962,74025784
DEU,1961,73377632
DEU,1960,72814900
DJI,2022,1120849
DJI,2021,1105557
DJI,2020,1090156
DJI,2019,1073994
DJI,2018,1057198
DJI,2017,1040233
DJI,2016,1023261
DJI,2015,1006259
DJI,2014,989087
DJI,2013,971753
DJI,2012,954297
DJI,2011,936811
DJI,2010,919199
DJI,2009,901103
DJI,2008,882886
DJI,2007,865196
DJI,2006,846947
DJI,2005,830861
DJI,2004,818373
DJI,2003,806411
DJI,2002,789129
DJI,2001,765490
DJI,2000,742033
DJI,1999,719371
DJI,1998,694920
DJI,1997,667786
DJI,1996,644649
DJI,1995,629619
DJI,1994,623477
DJI,1993,611231
DJI,1992,623197
DJI,1991,628521
DJI,1990,577173
DJI,1989,521104
DJI,1988,482337
DJI,1987,452272
DJI,1986,424286
DJI,1985,400709
DJI,1984,382156
DJI,1983,367726
DJI,1982,355110
DJI,1981,341316
DJI,1980,324121
DJI,1979,302856
DJI,1978,278425
DJI,1977,253083
DJI,1976,229304
DJI,1975,208582
DJI,1974,191389
DJI,1973,177327
DJI,1972,165234
DJI,1971,154225
DJI,1970,144379
DJI,1969,135390
DJI,1968,127668
DJI,1967,121168
DJI,1966,114874
DJI,1965,108772
DJI,1964,102945
DJI,1963,97670
DJI,1962,93122
DJI,1961,89270
DJI,1960,85940
DMA,2022,72737
DMA,2021,72412
DMA,2020,71995
DMA,2019,71428
DMA,2018,70823
DMA,2017,70403
DMA,2016,70075
DMA,2015,70007
DMA,2014,69371
DMA,2013,68819
DMA,2012,68888
DMA,2011,68742
DMA,2010,68755
DMA,2009,68787
DMA,2008,68782
DMA,2007,68775
DMA,2006,68742
DMA,2005,68674
DMA,2004,68574
DMA,2003,68442
DMA,2002,68262
DMA,2001,68153
DMA,2000,68346
DMA,1999,68698
DMA,1998,68938
DMA,1997,69081
DMA,1996,69166
DMA,1995,69201
DMA,1994,69198
DMA,1993,69169
DMA,1992,69112
DMA,1991,69141
DMA,1990,69481
DMA,1989,69975
DMA,1988,70397
DMA,1987,70808
DMA,1986,71215
DMA,1985,71596
DMA,1984,71936
DMA,1983,72269
DMA,1982,72626
DMA,1981,72932
DMA,1980,72978
DMA,1979,72768
DMA,1978,72478
DMA,1977,72142
DMA,1976,71748
DMA,1975,71300
DMA,1974,70822
DMA,1973,70334
DMA,1972,69870
DMA,1971,69430
DMA,1970,68895
DMA,1969,68007
DMA,1968,66865
DMA,1967,65760
DMA,1966,64728
DMA,1965,63744
DMA,1964,62843
DMA,1963,62031
DMA,1962,61224
DMA,1961,60395
DMA,1960,59379
DNK,2022,5903037
DNK,2021,5856733
DNK,2020,5831404
DNK,2019,5814422
DNK,2018,5793636
DNK,2017,5764980
DNK,2016,5728010
DNK,2015,5683483
DNK,2014,5643475
DNK,2013,5614932
DNK,2012,5591572
DNK,2011,5570572
DNK,2010,5547683
DNK,2009,5523095
DNK,2008,5493621
DNK,2007,5461438
DNK,2006,5437272
DNK,2005,5419432
DNK,2004,5404523
DNK,2003,5390574
DNK,2002,5375931
DNK,2001,5358783
DNK,2000,5339616
DNK,1999,5321799
DNK,1998,5304219
DNK,1997,5284991
DNK,1996,5263074
DNK,1995,5233373
DNK,1994,5206180
DNK,1993,5188628
DNK,1992,5171370
DNK,1991,5154298
DNK,1990,5140939
DNK,1989,5132594
DNK,1988,5129516
DNK,1987,5127024
DNK,1986,5120534
DNK,1985,5113691
DNK,1984,5111619
DNK,1983,5114297
DNK,1982,5117810
DNK,1981,5121572
DNK,1980,5123027
DNK,1979,5116801
DNK,1978,5104248
DNK,1977,5088419
DNK,1976,5072596
DNK,1975,5059862
DNK,1974,5045297
DNK,1973,5021861
DNK,1972,4991596
DNK,1971,4963126
DNK,1970,4928757
DNK,1969,4891860
DNK,1968,4864883
DNK,1967,4835354
DNK,1966,4797381
DNK,1965,4759012
DNK,1964,4722072
DNK,1963,4684483
DNK,1962,4647727
DNK,1961,4611687
DNK,1960,4579603
DOM,2022,11228821
DOM,2021,11117873
DOM,2020,10999664
DOM,2019,10881882
DOM,2018,10765531
DOM,2017,10647244
DOM,2016,10527592
DOM,2015,10405832
DOM,2014,10282115
DOM,2013,10157051
DOM,2012,10030882
DOM,2011,9903737
DOM,2010,9775755
DOM,2009,9648061
DOM,2008,9522948
DOM,2007,9402206
DOM,2006,9284168
DOM,2005,9164768
DOM,2004,9043127
DOM,2003,8919852
DOM,2002,8795101
DOM,2001,8669040
DOM,2000,8540791
DOM,1999,8411374
DOM,1998,8282126
DOM,1997,8150076
DOM,1996,8012314
DOM,1995,7869753
DOM,1994,7723934
DOM,1993,7576074
DOM,1992,7427340
DOM,1991,7278402
DOM,1990,7129004
DOM,1989,6980033
DOM,1988,6834207
DOM,1987,6692720
DOM,1986,6554325
DOM,1985,6417798
DOM,1984,6282104
DOM,1983,6147213
DOM,1982,6014979
DOM,1981,5885244
DOM,1980,5755800
DOM,1979,5625864
DOM,1978,5495443
DOM,1977,5365074
DOM,1976,5235318
DOM,1975,5106453
DOM,1974,4978582
DOM,1973,4851183
DOM,1972,4724801
DOM,1971,4599841
DOM,1970,4475871
DOM,1969,4352954
DOM,1968,4230877
DOM,1967,4108916
DOM,1966,3987090
DOM,1965,3868712
DOM,1964,3752313
DOM,1963,3635798
DOM,1962,3521164
DOM,1961,3408415
DOM,1960,3298021
DZA,2022,44903225
DZA,2021,44177969
DZA,2020,43451666
DZA,2019,42705368
DZA,2018,41927007
DZA,2017,41136546
DZA,2016,40339329
DZA,2015,39543154
DZA,2014,38760168
DZA,2013,38000626
DZA,2012,37260563
DZA,2011,36543541
DZA,2010,35856344
DZA,2009,35196037
DZA,2008,34569592
DZA,2007,33983827
DZA,2006,33435080
DZA,2005,32956690
DZA,2004,32510186
DZA,2003,32055883
DZA,2002,31624696
DZA,2001,31200985
DZA,2000,30774621
DZA,1999,30346083
DZA,1998,29924668
DZA,1997,29476031
DZA,1996,28984634
DZA,1995,28478022
DZA,1994,27937006
DZA,1993,27354327
DZA,1992,26748303
DZA,1991,26133905
DZA,1990,25518074
DZA,1989,24889507
DZA,1988,24243018
DZA,1987,23586101
DZA,1986,22882553
DZA,1985,22132905
DZA,1984,21393530
DZA,1983,20682111
DZA,1982,20000096
DZA,1981,19351357
DZA,1980,18739378
DZA,1979,18166981
DZA,1978,17632645
DZA,1977,17134192
DZA,1976,16500516
DZA,1975,15724692
DZA,1974,15153602
DZA,1973,14786469
DZA,1972,14439748
DZA,1971,14110271
DZA,1970,13795915
DZA,1969,13491016
DZA,1968,13190975
DZA,1967,12897115
DZA,1966,12613389
DZA,1965,12381256
DZA,1964,12179099
DZA,1963,11969451
DZA,1962,11778260
DZA,1961,11598608
DZA,1960,11394307
ECU,2022,18001000
ECU,2021,17797737
ECU,2020,17588595
ECU,2019,17343740
ECU,2018,17015672
ECU,2017,16696944
ECU,2016,16439585
ECU,2015,16195902
ECU,2014,15957994
ECU,2013,15722989
ECU,2012,15483883
ECU,2011,15237728
ECU,2010,14989585
ECU,2009,14742766
ECU,2008,14496797
ECU,2007,14251835
ECU,2006,14009061
ECU,2005,13770012
ECU,2004,13534593
ECU,2003,13301184
ECU,2002,13070609
ECU,2001,12845521
ECU,2000,12626507
ECU,1999,12412046
ECU,1998,12199693
ECU,1997,11987838
ECU,1996,11775221
ECU,1995,11561683
ECU,1994,11347652
ECU,1993,11132829
ECU,1992,10914222
ECU,1991,10686279
ECU,1990,10449837
ECU,1989,10210185
ECU,1988,9969788
ECU,1987,9729376
ECU,1986,9490096
ECU,1985,9254311
ECU,1984,9022979
ECU,1983,8795873
ECU,1982,8572607
ECU,1981,8352602
ECU,1980,8135845
ECU,1979,7922490
ECU,1978,7712718
ECU,1977,7506665
ECU,1976,7304349
ECU,1975,7105786
ECU,1974,6911123
ECU,1973,6720443
ECU,1972,6533630
ECU,1971,6350944
ECU,1970,6172215
ECU,1969,5997037
ECU,1968,5825663
ECU,1967,5658446
ECU,1966,5495761
ECU,1965,5337351
ECU,1964,5183283
ECU,1963,5034334
ECU,1962,4890425
ECU,1961,4751507
ECU,1960,4618158
EGY,2022,110990103
EGY,2021,109262178
EGY,2020,107465134
EGY,2019,105618671
EGY,2018,103740765
EGY,2017,101789386
EGY,2016,99784030
EGY,2015,97723799
EGY,2014,95592324
EGY,2013,93377890
EGY,2012,91240376
EGY,2011,89200054
EGY,2010,87252413
EGY,2009,85501064
EGY,2008,83844783
EGY,2007,82218755
EGY,2006,80629670
EGY,2005,79075310
EGY,2004,77522427
EGY,2003,75963322
EGY,2002,74393759
EGY,2001,72854261
EGY,2000,71371371
EGY,1999,69907887
EGY,1998,68446011
EGY,1997,66993728
EGY,1996,65565195
EGY,1995,64166908
EGY,1994,62775847
EGY,1993,61382200
EGY,1992,59989142
EGY,1991,58611032
EGY,1990,57214630
EGY,1989,55765843
EGY,1988,54298446
EGY,1987,52841319
EGY,1986,51424313
EGY,1985,50035843
EGY,1984,48676443
EGY,1983,47353665
EGY,1982,46088647
EGY,1981,44899573
EGY,1980,43748556
EGY,1979,42632458
EGY,1978,41576636
EGY,1977,40577356
EGY,1976,39649050
EGY,1975,38775584
EGY,1974,37930374
EGY,1973,37120776
EGY,1972,36330768
EGY,1971,35555969
EGY,1970,34781986
EGY,1969,33995955
EGY,1968,33204629
EGY,1967,32408414
EGY,1966,31613132
EGY,1965,30818469
EGY,1964,30026648
EGY,1963,29245936
EGY,1962,28485022
EGY,1961,27747867
EGY,1960,27034499
ERI,2022,3684032
ERI,2021,3620312
ERI,2020,3555868
ERI,2019,3498818
ERI,2018,3445374
ERI,2017,3396933
ERI,2016,3365287
ERI,2015,3340006
ERI,2014,3323425
ERI,2013,3296367
ERI,2012,3252596
ERI,2011,3207570
ERI,2010,3147727
ERI,2009,3083888
ERI,2008,3005779
ERI,2007,2926168
ERI,2006,2880093
ERI,2005,2831732
ERI,2004,2763140
ERI,2003,2653390
ERI,2002,2547424
ERI,2001,2461927
ERI,2000,2392880
ERI,1999,2356477
ERI,1998,2322753
ERI,1997,2291561
ERI,1996,2264073
ERI,1995,2157220
ERI,1994,2042500
ERI,1993,1981419
ERI,1992,1921153
ERI,1991,2039220
ERI,1990,2149960
ERI,1989,2102131
ERI,1988,2051546
ERI,1987,2000355
ERI,1986,1949611
ERI,1985,1899243
ERI,1984,1849594
ERI,1983,1799814
ERI,1982,1751045
ERI,1981,1703789
ERI,1980,1657982
ERI,1979,1613829
ERI,1978,1571193
ERI,1977,1529802
ERI,1976,1489656
ERI,1975,1450867
ERI,1974,1413220
ERI,1973,1376516
ERI,1972,1340838
ERI,1971,1306234
ERI,1970,1272748
ERI,1969,1240562
ERI,1968,1209602
ERI,1967,1179554
ERI,1966,1150264
ERI,1965,1121739
ERI,1964,1094042
ERI,1963,1067295
ERI,1962,1041552
ERI,1961,1016932
ERI,1960,993568
ESP,2022,47778340
ESP,2021,47415794
ESP,2020,47365655
ESP,2019,47134837
ESP,2018,46797754
ESP,2017,46593236
ESP,2016,46484062
ESP,2015,46444832
ESP,2014,46480882
ESP,2013,46620045
ESP,2012,46773055
ESP,2011,46742697
ESP,2010,46576897
ESP,2009,46362946
ESP,2008,45954106
ESP,2007,45226803
ESP,2006,44397319
ESP,2005,43653155
ESP,2004,42921895
ESP,2003,42187645
ESP,2002,41431558
ESP,2001,40850412
ESP,2000,40567864
ESP,1999,40386875
ESP,1998,40223509
ESP,1997,40057389
ESP,1996,39889852
ESP,1995,39724050
ESP,1994,39549108
ESP,1993,39361262
ESP,1992,39157685
ESP,1991,38966376
ESP,1990,38867322
ESP,1989,38827764
ESP,1988,38766939
ESP,1987,38684815
ESP,1986,38584624
ESP,1985,38469512
ESP,1984,38330364
ESP,1983,38171525
ESP,1982,37986012
ESP,1981,37758631
ESP,1980,37491165
ESP,1979,37191330
ESP,1978,36864898
ESP,1977,36511638
ESP,1976,36137812
ESP,1975,35757900
ESP,1974,35373335
ESP,1973,34988947
ESP,1972,34604469
ESP,1971,34224490
ESP,1970,33814531
ESP,1969,33441054
ESP,1968,33113134
ESP,1967,32682947
ESP,1966,32283194
ESP,1965,31954292
ESP,1964,31609195
ESP,1963,31296651
ESP,1962,31023366
ESP,1961,30739250
ESP,1960,30455000
EST,2022,1348840
EST,2021,1330932
EST,2020,1329522
EST,2019,1326898
EST,2018,1321977
EST,2017,1317384
EST,2016,1315790
EST,2015,1315407
EST,2014,1314545
EST,2013,1317997
EST,2012,1322696
EST,2011,1327439
EST,2010,1331475
EST,2009,1334515
EST,2008,1337090
EST,2007,1340680
EST,2006,1346810
EST,2005,1354775
EST,2004,1362550
EST,2003,1370720
EST,2002,1379350
EST,2001,1388115
EST,2000,1396985
EST,1999,1390244
EST,1998,1386156
EST,1997,1399535
EST,1996,1415594
EST,1995,1436634
EST,1994,1462514
EST,1993,1494128
EST,1992,1533091
EST,1991,1561314
EST,1990,1569174
EST,1989,1568131
EST,1988,1561900
EST,1987,1552221
EST,1986,1540190
EST,1985,1528781
EST,1984,1518617
EST,1983,1508745
EST,1982,1498414
EST,1981,1487666
EST,1980,1477219
EST,1979,1468333
EST,1978,1460188
EST,1977,1450211
EST,1976,1439576
EST,1975,1429352
EST,1974,1418169
EST,1973,1405951
EST,1972,1392518
EST,1971,1376955
EST,1970,1360076
EST,1969,1345249
EST,1968,1331214
EST,1967,1318946
EST,1966,1308597
EST,1965,1294566
EST,1964,1277086
EST,1963,1258857
EST,1962,1241623
EST,1961,1225077
EST,1960,1211537
ETH,2022,123379924
ETH,2021,120283026
ETH,2020,117190911
ETH,2019,114120594
ETH,2018,111129438
ETH,2017,108197950
ETH,2016,105293228
ETH,2015,102471895
ETH,2014,99746766
ETH,2013,97084366
ETH,2012,94451280
ETH,2011,91817929
ETH,2010,89237791
ETH,2009,86755585
ETH,2008,84357105
ETH,2007,81996185
ETH,2006,79691050
ETH,2005,77469940
ETH,2004,75301026
ETH,2003,73168838
ETH,2002,71073215
ETH,2001,69018932
ETH,2000,67031867
ETH,1999,65077579
ETH,1998,63136493
ETH,1997,61233480
ETH,1996,59347649
ETH,1995,57476536
ETH,1994,55620211
ETH,1993,53791672
ETH,1992,52011554
ETH,1991,49937430
ETH,1990,47878073
ETH,1989,46195954
ETH,1988,44511537
ETH,1987,42851957
ETH,1986,41455309
ETH,1985,40285965
ETH,1984,39202890
ETH,1983,38235187
ETH,1982,37213393
ETH,1981,35818844
ETH,1980,34945469
ETH,1979,34758823
ETH,1978,34259065
ETH,1977,33695018
ETH,1976,33062216
ETH,1975,32252783
ETH,1974,31488613
ETH,1973,30694316
ETH,1972,29891328
ETH,1971,29099594
ETH,1970,28308246
ETH,1969,27530388
ETH,1968,26778653
ETH,1967,26051596
ETH,1966,25377645
ETH,1965,24727506
ETH,1964,24073696
ETH,1963,23448979
ETH,1962,22852158
ETH,1961,22281675
ETH,1960,21739710
FIN,2022,5556106
FIN,2021,5541017
FIN,2020,5529543
FIN,2019,5521606
FIN,2018,5515525
FIN,2017,5508214
FIN,2016,5495303
FIN,2015,5479531
FIN,2014,5461512
FIN,2013,5438972
FIN,2012,5413971
FIN,2011,5388272
FIN,2010,5363352
FIN,2009,5338871
FIN,2008,5313399
FIN,2007,5288720
FIN,2006,5266268
FIN,2005,5246096
FIN,2004,5228172
FIN,2003,5213014
FIN,2002,5200598
FIN,2001,5188008
FIN,2000,5176209
FIN,1999,5165474
FIN,1998,5153498
FIN,1997,5139835
FIN,1996,5124573
FIN,1995,5107790
FIN,1994,5088333
FIN,1993,5066447
FIN,1992,5041992
FIN,1991,5013740
FIN,1990,4986431
FIN,1989,4964371
FIN,1988,4946481
FIN,1987,4932123
FIN,1986,4918154
FIN,1985,4902206
FIN,1984,4881803
FIN,1983,4855787
FIN,1982,4826933
FIN,1981,4799964
FIN,1980,4779535
FIN,1979,4764690
FIN,1978,4752528
FIN,1977,4738902
FIN,1976,4725664
FIN,1975,4711440
FIN,1974,4690574
FIN,1973,4666081
FIN,1972,4639657
FIN,1971,4612124
FIN,1970,4606307
FIN,1969,4623785
FIN,1968,4626469
FIN,1967,4605744
FIN,1966,4580869
FIN,1965,4563732
FIN,1964,4548543
FIN,1963,4523309
FIN,1962,4491443
FIN,1961,4461005
FIN,1960,4429634
FJI,2022,929766
FJI,2021,924610
FJI,2020,920422
FJI,2019,918465
FJI,2018,918996
FJI,2017,919019
FJI,2016,918371
FJI,2015,917200
FJI,2014,915560
FJI,2013,913453
FJI,2012,911059
FJI,2011,908355
FJI,2010,905169
FJI,2009,901383
FJI,2008,896731
FJI,2007,890648
FJI,2006,883083
FJI,2005,874923
FJI,2004,866694
FJI,2003,858306
FJI,2002,849891
FJI,2001,841320
FJI,2000,832509
FJI,1999,823422
FJI,1998,813947
FJI,1997,804572
FJI,1996,796538
FJI,1995,792246
FJI,1994,790803
FJI,1993,789198
FJI,1992,786859
FJI,1991,784832
FJI,1990,780430
FJI,1989,772704
FJI,1988,764370
FJI,1987,754778
FJI,1986,742658
FJI,1985,727461
FJI,1984,710561
FJI,1983,693593
FJI,1982,676967
FJI,1981,660630
FJI,1980,644582
FJI,1979,628859
FJI,1978,613611
FJI,1977,599289
FJI,1976,586607
FJI,1975,575804
FJI,1974,566296
FJI,1973,557244
FJI,1972,547918
FJI,1971,538000
FJI,1970,527634
FJI,1969,516952
FJI,1968,505979
FJI,1967,494632
FJI,1966,482358
FJI,1965,469010
FJI,1964,455214
FJI,1963,441385
FJI,1962,427695
FJI,1961,414534
FJI,1960,401841
FRA,2022,67971311
FRA,2021,67764304
FRA,2020,67571107
FRA,2019,67388001
FRA,2018,67158348
FRA,2017,66918020
FRA,2016,66724104
FRA,2015,66548272
FRA,2014,66312067
FRA,2013,66002289
FRA,2012,65662240
FRA,2011,65345233
FRA,2010,65030575
FRA,2009,64710879
FRA,2008,64379696
FRA,2007,64021737
FRA,2006,63628261
FRA,2005,63188395
FRA,2004,62716306
FRA,2003,62256970
FRA,2002,61816234
FRA,2001,61367388
FRA,2000,60921384
FRA,1999,60504420
FRA,1998,60192790
FRA,1997,59969944
FRA,1996,59756533
FRA,1995,59543659
FRA,1994,59327585
FRA,1993,59106166
FRA,1992,58849943
FRA,1991,58557577
FRA,1990,58044701
FRA,1989,57766282
FRA,1988,57472651
FRA,1987,57168409
FRA,1986,56865193
FRA,1985,56569195
FRA,1984,56275701
FRA,1983,55992656
FRA,1982,55694106
FRA,1981,55371044
FRA,1980,55052582
FRA,1979,54753575
FRA,1978,54486195
FRA,1977,54221988
FRA,1976,53966558
FRA,1975,53715733
FRA,1974,53415250
FRA,1973,53053660
FRA,1972,52637888
FRA,1971,52185222
FRA,1970,51724116
FRA,1969,51272683
FRA,1968,50817020
FRA,1967,50334012
FRA,1966,49817041
FRA,1965,49282756
FRA,1964,48733997
FRA,1963,48189939
FRA,1962,47679792
FRA,1961,47161641
FRA,1960,46649927
FRO,2022,53090
FRO,2021,52889
FRO,2020,52415
FRO,2019,51681
FRO,2018,50955
FRO,2017,50230
FRO,2016,49500
FRO,2015,48816
FRO,2014,48465
FRO,2013,48418
FRO,2012,48392
FRO,2011,48386
FRO,2010,48410
FRO,2009,48429
FRO,2008,48411
FRO,2007,48361
FRO,2006,48313
FRO,2005,48291
FRO,2004,47989
FRO,2003,47392
FRO,2002,46813
FRO,2001,46245
FRO,2000,45660
FRO,1999,45203
FRO,1998,44865
FRO,1997,44495
FRO,1996,44138
FRO,1995,43805
FRO,1994,44131
FRO,1993,45096
FRO,1992,46005
FRO,1991,46810
FRO,1990,47479
FRO,1989,47490
FRO,1988,46959
FRO,1987,46477
FRO,1986,46011
FRO,1985,45575
FRO,1984,45135
FRO,1983,44669
FRO,1982,44164
FRO,1981,43613
FRO,1980,43054
FRO,1979,42506
FRO,1978,41965
FRO,1977,41481
FRO,1976,41054
FRO,1975,40626
FRO,1974,40189
FRO,1973,39746
FRO,1972,39304
FRO,1971,38861
FRO,1970,38416
FRO,1969,38011
FRO,1968,37630
FRO,1967,37234
FRO,1966,36825
FRO,1965,36346
FRO,1964,35841
FRO,1963,35385
FRO,1962,34963
FRO,1961,34572
FRO,1960,34154
FSM,2022,114164
FSM,2021,113131
FSM,2020,112106
FSM,2019,111379
FSM,2018,110929
FSM,2017,110430
FSM,2016,109925
FSM,2015,109462
FSM,2014,109024
FSM,2013,108609
FSM,2012,108232
FSM,2011,107887
FSM,2010,107588
FSM,2009,107868
FSM,2008,108704
FSM,2007,109532
FSM,2006,110301
FSM,2005,110940
FSM,2004,111438
FSM,2003,111805
FSM,2002,111992
FSM,2001,111948
FSM,2000,111709
FSM,1999,111539
FSM,1998,111406
FSM,1997,111133
FSM,1996,110785
FSM,1995,110328
FSM,1994,108844
FSM,1993,106030
FSM,1992,102893
FSM,1991,100427
FSM,1990,98603
FSM,1989,96796
FSM,1988,94987
FSM,1987,92845
FSM,1986,90397
FSM,1985,87966
FSM,1984,85543
FSM,1983,83153
FSM,1982,80816
FSM,1981,78531
FSM,1980,76299
FSM,1979,74114
FSM,1978,71983
FSM,1977,70144
FSM,1976,68602
FSM,1975,67121
FSM,1974,65552
FSM,1973,63889
FSM,1972,62265
FSM,1971,60673
FSM,1970,58989
FSM,1969,57236
FSM,1968,55553
FSM,1967,53940
FSM,1966,52346
FSM,1965,50759
FSM,1964,49231
FSM,1963,47758
FSM,1962,46200
FSM,1961,44563
FSM,1960,42986
GAB,2022,2388992
GAB,2021,2341179
GAB,2020,2292573
GAB,2019,2242785
GAB,2018,2192012
GAB,2017,2140215
GAB,2016,2086206
GAB,2015,2028517
GAB,2014,1966855
GAB,2013,1902226
GAB,2012,1836705
GAB,2011,1772500
GAB,2010,1711105
GAB,2009,1653542
GAB,2008,1599978
GAB,2007,1549774
GAB,2006,1502534
GAB,2005,1458353
GAB,2004,1417110
GAB,2003,1378398
GAB,2002,1341696
GAB,2001,1306590
GAB,2000,1272935
GAB,1999,1240764
GAB,1998,1209832
GAB,1997,1179806
GAB,1996,1150601
GAB,1995,1121964
GAB,1994,1093611
GAB,1993,1065390
GAB,1992,1037446
GAB,1991,1009995
GAB,1990,983028
GAB,1989,956509
GAB,1988,930464
GAB,1987,905016
GAB,1986,880340
GAB,1985,856482
GAB,1984,833417
GAB,1983,811098
GAB,1982,789585
GAB,1981,768904
GAB,1980,749078
GAB,1979,730188
GAB,1978,712135
GAB,1977,694931
GAB,1976,678660
GAB,1975,663340
GAB,1974,648922
GAB,1973,635288
GAB,1972,622289
GAB,1971,609693
GAB,1970,597192
GAB,1969,584628
